,IRUC,L,K,T,VP,year
458,00000015592,10.0,0.0,297922.0,34771207.0,2016
459,00000015598,0.0,114000.0,1130987.0,15492310.0,2016
460,00000015609,655.0,64707.0,215453.0,32355385.0,2016
461,00000015616,43.0,0.0,14192449.0,218920180.0,2016
462,00000015620,0.0,184433.0,532852.0,6065834.0,2016
463,00000015631,0.0,0.0,381732.0,20198303.0,2016
464,00000015632,0.0,96110.0,11529311.0,43046076.0,2016
465,00000015654,195.0,0.0,-5637200.0,964080131.0,2016
466,00000015656,0.0,354953.0,1540869.0,22731646.0,2016
467,00000015686,0.0,0.0,673794.0,6153216.0,2016
468,00000015689,34.0,0.0,4634125.0,37296089.0,2016
469,00000015701,0.0,0.0,1741558.0,37445894.0,2016
470,00000015710,0.0,0.0,295915.0,11109105.0,2016
471,00000015714,18.0,0.0,126618.0,8814639.0,2016
472,00000015715,53.0,82575.0,1310866.0,41971422.0,2016
473,00000015769,0.0,125802.0,431131.0,8368842.0,2016
474,00000015813,11.0,148273.0,345084.0,10067361.0,2016
475,00000016119,0.0,0.0,504787.0,73807751.0,2016
476,00000016130,53.0,0.0,1087448.0,16054980.0,2016
477,00000016131,975.0,114678.0,-13877253.0,322089641.0,2016
478,00000016199,0.0,240060.0,2460470.0,54245731.0,2016
479,00000016214,905.0,144298951.0,39496418.0,605925802.0,2016
480,00000016218,0.0,178727.0,673509.0,13758935.0,2016
481,00000016229,0.0,0.0,8084301.0,112873838.0,2016
482,00000016233,37.0,157167.0,574106.0,13379448.0,2016
483,00000016256,67.0,0.0,571832.0,9711886.0,2016
484,00000016269,155.0,359900.0,8499394.0,58480074.0,2016
485,00000016297,67.0,1281049.0,867189.0,58346017.0,2016
486,00000016302,0.0,143418.0,2739148.0,56059677.0,2016
487,00000016316,60.0,112743.0,830977.0,14304530.0,2016
488,00000016321,299.0,662552.0,5381086.0,160740840.0,2016
489,00000016388,0.0,463350.0,118866.0,27355013.0,2016
490,00000016404,0.0,607062.0,3453612.0,22035308.0,2016
491,00000016406,0.0,0.0,804902.0,28116367.0,2016
492,00000016420,0.0,0.0,683253.0,107831881.0,2016
493,00000016423,0.0,112747.0,5461591.0,197762508.0,2016
494,00000016430,0.0,0.0,1450130.0,157537798.0,2016
495,00000016443,0.0,98790.0,-421868.0,65776904.0,2016
496,00000016448,0.0,0.0,-346571.0,17050310.0,2016
497,00000016451,0.0,0.0,-2104516.0,420760393.0,2016
498,00000016452,0.0,5038190.0,10142461.0,71385547.0,2016
499,00000016454,0.0,0.0,1362269.0,32952899.0,2016
500,00000016472,0.0,0.0,1128149.0,21306048.0,2016
501,00000016477,12.0,0.0,1464838.0,27332811.0,2016
502,00000016480,4.0,0.0,2562092.0,64114226.0,2016
503,00000016489,27.0,651221.0,-469228.0,9556149.0,2016
504,00000016507,0.0,0.0,108459.0,44658797.0,2016
505,00000016567,17.0,8253130.0,64323421.0,890027943.0,2016
506,00000016676,64.0,204837.0,1508185.0,12007221.0,2016
507,00000016790,281.0,2180409.0,4274655.0,46327648.0,2016
508,00000016806,0.0,0.0,-11624518.0,88330414.0,2016
509,00000016850,0.0,480337.0,1575993.0,35208314.0,2016
510,00000016854,36.0,0.0,3607249.0,20040272.0,2016
511,00000016868,173.0,0.0,3214477.0,182897435.0,2016
512,00000016884,0.0,0.0,-10724429.0,651383000.0,2016
513,00000016885,116.0,0.0,611850.0,216682940.0,2016
514,00000016887,50.0,126473.0,-205071.0,14941084.0,2016
515,00000016897,0.0,0.0,45774452.0,785272633.0,2016
516,00000016914,0.0,0.0,2044307.0,11285981.0,2016
517,00000016926,0.0,0.0,1685380.0,33428481.0,2016
518,00000016952,0.0,0.0,493761.0,10791081.0,2016
519,00000016990,0.0,0.0,1506122.0,39174191.0,2016
520,00000017034,92.0,220789.0,2200680.0,23856053.0,2016
521,00000017054,0.0,0.0,7599374.0,214578174.0,2016
522,00000017061,0.0,0.0,477889.0,8479369.0,2016
523,00000017093,0.0,419139.0,241743.0,57125505.0,2016
524,00000017110,0.0,0.0,885200.0,13847121.0,2016
525,00000017138,192.0,0.0,-950113.0,26652578.0,2016
526,00000017151,10.0,0.0,492852.0,9253497.0,2016
527,00000017181,0.0,0.0,-820127.0,87229560.0,2016
528,00000017232,217.0,70004.0,4350085.0,67201099.0,2016
529,00000017233,0.0,949384.0,23707374.0,359968904.0,2016
530,00000017265,338.0,419505.0,5070552.0,51961261.0,2016
531,00000017269,50.0,0.0,-709671.0,17710527.0,2016
532,00000017271,79.0,0.0,6761216.0,152582255.0,2016
533,00000017295,14.0,0.0,1196793.0,20680356.0,2016
534,00000017328,138.0,0.0,239753.0,24494458.0,2016
535,00000017375,0.0,804895.0,171610.0,14137132.0,2016
536,00000017423,0.0,162569.0,369115.0,17798917.0,2016
537,00000017466,0.0,429003.0,728094.0,16837345.0,2016
538,00000017516,1054.0,0.0,22272912.0,164069727.0,2016
539,00000017759,54.0,1605171.0,595872.0,7767216.0,2016
540,00000017765,45.0,999706.0,57345769.0,2965892298.0,2016
541,00000017802,0.0,0.0,182571.0,192525023.0,2016
542,00000017849,0.0,65807.0,1527506.0,46546868.0,2016
543,00000017854,75.0,505308.0,4339615.0,25767704.0,2016
544,00000017857,0.0,130903.0,458204.0,8915646.0,2016
545,00000017861,0.0,0.0,501438.0,9335088.0,2016
546,00000017880,163.0,0.0,4591742.0,64357739.0,2016
547,00000017891,27.0,0.0,-20682190.0,140282843.0,2016
548,00000017905,0.0,0.0,3713690.0,71483153.0,2016
549,00000017911,30.0,148408.0,1021912.0,16109664.0,2016
550,00000017912,0.0,90618.0,1396820.0,19503739.0,2016
551,00000017918,365.0,840205.0,5350141.0,115992688.0,2016
552,00000017919,0.0,154127.0,73768.0,17005747.0,2016
553,00000017947,0.0,0.0,2865082.0,28046393.0,2016
554,00000017951,0.0,0.0,185144.0,46875961.0,2016
555,00000018008,0.0,270501.0,9496722.0,171511847.0,2016
556,00000018010,0.0,111568.0,93987.0,29249640.0,2016
557,00000018023,387.0,0.0,6225720.0,78352456.0,2016
558,00000018032,1.0,0.0,-2594452.0,59428377.0,2016
559,00000018033,0.0,802131.0,2598583.0,51053034.0,2016
560,00000018037,73.0,0.0,682446.0,20809301.0,2016
561,00000018049,0.0,0.0,248084.0,8740100.0,2016
562,00000018060,250.0,0.0,4009206.0,26814453.0,2016
563,00000018061,0.0,0.0,1069695.0,13011648.0,2016
564,00000018074,0.0,0.0,18082.0,11010590.0,2016
565,00000018081,0.0,0.0,636104.0,14966606.0,2016
566,00000018096,0.0,418691.0,-1047126.0,15028635.0,2016
567,00000018108,0.0,555574.0,1589364.0,201427734.0,2016
568,00000018116,98.0,0.0,-853118.0,8824046.0,2016
569,00000018168,0.0,0.0,189304.0,8969595.0,2016
570,00000018192,0.0,0.0,1405585.0,21639293.0,2016
571,00000018197,0.0,0.0,1481516.0,25212766.0,2016
572,00000018215,0.0,0.0,5679725.0,106566911.0,2016
573,00000018226,0.0,0.0,441579.0,15392096.0,2016
574,00000018288,0.0,0.0,0.0,13173543.0,2016
575,00000018350,0.0,0.0,123706.0,73315409.0,2016
576,00000018406,0.0,97893.0,0.0,17690565.0,2016
577,00000018420,0.0,0.0,0.0,10724872.0,2016
578,00000018491,105.0,0.0,2825779.0,103628519.0,2016
579,00000018505,0.0,236602.0,1077655.0,40653490.0,2016
580,00000018521,0.0,0.0,323038.0,14263434.0,2016
581,00000018708,0.0,0.0,50802233.0,1173505353.0,2016
582,00000018807,0.0,38349.0,1114445.0,23594300.0,2016
583,00000018975,0.0,0.0,2373169.0,58760314.0,2016
584,00000019115,29.0,611811.0,94423.0,17105261.0,2016
585,00000019119,117.0,1003952.0,6872151.0,184913224.0,2016
586,00000019132,0.0,0.0,813620.0,173247685.0,2016
587,00000019158,0.0,0.0,533176.0,10159213.0,2016
588,00000019170,77.0,172303.0,797761.0,13346482.0,2016
589,00000019195,25.0,312379.0,589158.0,21641890.0,2016
590,00000019204,879.0,7577781.0,-8880650.0,1119230119.0,2016
591,00000019206,18.0,960876.0,-122646.0,14617300.0,2016
592,00000019219,200.0,0.0,5901500.0,496347269.0,2016
593,00000019224,1381.0,0.0,-6926555.0,138023652.0,2016
594,00000019233,0.0,59442.0,-15905350.0,639028003.0,2016
595,00000019244,0.0,935434.0,642709.0,39621676.0,2016
596,00000019245,0.0,702219.0,1047650.0,40169818.0,2016
597,00000019246,22.0,0.0,862316.0,23919550.0,2016
598,00000019249,0.0,0.0,38491.0,9486437.0,2016
599,00000019252,144.0,124536.0,-2262938.0,24197770.0,2016
600,00000019274,61.0,0.0,51098515.0,1396137192.0,2016
601,00000019281,0.0,0.0,491367.0,11153991.0,2016
602,00000019291,0.0,0.0,2059400.0,21382925.0,2016
603,00000019295,230.0,108966.0,2102183.0,54832887.0,2016
604,00000019301,16.0,0.0,-944500.0,11620119.0,2016
605,00000019321,0.0,0.0,80362.0,6928995.0,2016
606,00000019323,0.0,146052.0,488938.0,8701513.0,2016
607,00000019373,0.0,0.0,81478.0,41015199.0,2016
608,00000019386,0.0,527853.0,5813891.0,132050569.0,2016
609,00000019407,600.0,894460.0,6978372.0,343332004.0,2016
610,00000019414,111.0,0.0,-1163470.0,58867771.0,2016
611,00000019472,0.0,0.0,2096160.0,-2457700.0,2016
612,00000019499,19.0,0.0,1962307.0,78870417.0,2016
613,00000019533,0.0,321473.0,-134812.0,7794945.0,2016
614,00000019537,91.0,352068.0,975936.0,16100493.0,2016
615,00000019555,0.0,0.0,480291.0,14117815.0,2016
616,00000019562,13.0,0.0,590430.0,7634749.0,2016
617,00000019573,33.0,125131.0,668707.0,15564115.0,2016
618,00000019612,0.0,511525.0,1769882.0,17183990.0,2016
619,00000019635,29.0,383884.0,983032.0,19622932.0,2016
620,00000019639,0.0,334057.0,634420.0,7068046.0,2016
621,00000019791,0.0,0.0,-1167074.0,7870647.0,2016
622,00000019873,0.0,0.0,624959.0,10382951.0,2016
623,00000019885,0.0,0.0,641136.0,8995675.0,2016
624,00000020022,83.0,0.0,87504.0,8591972.0,2016
625,00000020064,84.0,1616039.0,2891075.0,22889617.0,2016
626,00000020329,0.0,293900.0,980665.0,9047724.0,2016
627,00000020650,0.0,2573764.0,2395161.0,16942609.0,2016
628,00000020904,0.0,351513.0,440381.0,7652116.0,2016
629,00000021171,0.0,0.0,1028402.0,30180555.0,2016
630,00000021208,1217.0,3897612.0,15092110.0,130486881.0,2016
631,00000021255,0.0,0.0,-874125.0,36811416.0,2016
632,00000021366,0.0,218969.0,1666394.0,17082601.0,2016
633,00000021380,0.0,0.0,323123.0,2565275.0,2016
634,00000021393,120.0,1259882.0,2186435.0,38423851.0,2016
635,00000021405,0.0,0.0,233930.0,9961544.0,2016
636,00000021407,0.0,0.0,290264.0,14887684.0,2016
637,00000021424,0.0,734174.0,-977435.0,72274869.0,2016
638,00000021484,28.0,0.0,2294300.0,47930472.0,2016
639,00000021491,0.0,0.0,547222.0,7211930.0,2016
640,00000021500,0.0,137912.0,-1516978.0,12456898.0,2016
641,00000021509,0.0,0.0,2479351.0,20666850.0,2016
642,00000021513,59.0,840917.0,307203.0,23612510.0,2016
643,00000021543,0.0,265176.0,8824517.0,51173748.0,2016
644,00000021585,0.0,164318.0,686473.0,13452569.0,2016
645,00000021619,0.0,0.0,440631.0,50588124.0,2016
646,00000021639,0.0,0.0,16571560.0,129874806.0,2016
647,00000021657,0.0,0.0,33333.0,32151561.0,2016
648,00000021672,5.0,8817765.0,3268682.0,54202971.0,2016
649,00000021676,33.0,0.0,1215207.0,23598337.0,2016
650,00000021679,21.0,571264.0,4798069.0,120013270.0,2016
651,00000021681,120.0,502539.0,1895038.0,117902872.0,2016
652,00000021699,0.0,295371.0,3438576.0,95902661.0,2016
653,00000021701,0.0,0.0,-6110684.0,20571125.0,2016
654,00000021705,41.0,168346.0,573842.0,7540624.0,2016
655,00000021713,25.0,0.0,-1416895.0,352477373.0,2016
656,00000021743,85.0,0.0,1373389.0,27972282.0,2016
657,00000021758,0.0,651595.0,816243.0,18093960.0,2016
658,00000021761,0.0,82863.0,1773364.0,29238138.0,2016
659,00000021777,0.0,0.0,2066633.0,43710784.0,2016
660,00000021791,23.0,0.0,303150.0,8396262.0,2016
661,00000021809,0.0,0.0,-215490.0,20016517.0,2016
662,00000021834,0.0,0.0,663678.0,13673190.0,2016
663,00000021855,0.0,52790.0,500412.0,6802897.0,2016
664,00000022227,0.0,1063302.0,1507474.0,28871606.0,2016
665,00000022426,0.0,0.0,1798055.0,26121449.0,2016
666,00000022512,0.0,5263723.0,1096141.0,24524229.0,2016
667,00000022863,0.0,0.0,3816394.0,9709769.0,2016
668,00000023134,0.0,0.0,1312802.0,24612118.0,2016
669,00000023340,6.0,0.0,24143.0,202522382.0,2016
670,00000023635,0.0,0.0,737042.0,16738075.0,2016
671,00000023689,0.0,0.0,-368346.0,11570671.0,2016
672,00000023723,0.0,0.0,572136.0,20352470.0,2016
673,00000023736,57.0,0.0,1044683.0,19104152.0,2016
674,00000023784,0.0,0.0,0.0,62233083.0,2016
675,00000023808,0.0,0.0,77629.0,7135089.0,2016
676,00000023898,0.0,0.0,1184104.0,336034504.0,2016
677,00000023928,30.0,0.0,185822.0,10637364.0,2016
678,00000024299,0.0,60741.0,378929.0,7707143.0,2016
679,00000024326,0.0,0.0,355219.0,7661607.0,2016
680,00000024462,0.0,1198830.0,163275.0,21833427.0,2016
681,00000024503,0.0,0.0,2526173.0,23059653.0,2016
682,00000024525,0.0,0.0,18064505.0,457554295.0,2016
683,00000024552,51.0,0.0,515183.0,11769322.0,2016
684,00000024566,0.0,0.0,366620.0,23429298.0,2016
685,00000024584,0.0,0.0,373417.0,19227704.0,2016
686,00000024637,0.0,1639378.0,1373964.0,15964263.0,2016
687,00000024676,150.0,124859.0,3045046.0,157076174.0,2016
688,00000024677,20.0,0.0,-32465037.0,230497479.0,2016
689,00000024696,0.0,0.0,2177760.0,19319392.0,2016
690,00000024705,0.0,0.0,192370.0,22722085.0,2016
691,00000024719,0.0,0.0,-893367.0,9332142.0,2016
692,00000024756,0.0,67637.0,1298238.0,42656938.0,2016
693,00000024778,0.0,2365006.0,-43273078.0,571183464.0,2016
694,00000024782,0.0,0.0,1757081.0,19536517.0,2016
695,00000024807,0.0,0.0,1205617.0,9923174.0,2016
696,00000024821,0.0,99485.0,290328.0,18005044.0,2016
697,00000024831,14.0,0.0,773394.0,8672134.0,2016
698,00000024832,0.0,0.0,7227904.0,50757286.0,2016
699,00000024833,612.0,0.0,2398814.0,14493533.0,2016
700,00000024858,0.0,0.0,1638893.0,24045156.0,2016
701,00000024875,0.0,70636.0,256203.0,26258999.0,2016
702,00000024877,0.0,0.0,933205.0,33718779.0,2016
703,00000024883,0.0,289813.0,736766.0,11293087.0,2016
704,00000024925,13.0,0.0,300751.0,7518415.0,2016
705,00000024927,164.0,0.0,4510310.0,73588270.0,2016
706,00000024949,0.0,0.0,2055154.0,26078227.0,2016
707,00000024963,0.0,0.0,-1857758.0,15182575.0,2016
708,00000024992,0.0,177716.0,500216.0,21093504.0,2016
709,00000024997,0.0,0.0,58331651.0,371780788.0,2016
710,00000025024,0.0,0.0,146433.0,23824362.0,2016
711,00000025059,161.0,269404.0,701402.0,30845546.0,2016
712,00000025082,66.0,80441.0,2062339.0,21237638.0,2016
713,00000025088,0.0,184870.0,4006.0,24821762.0,2016
714,00000025104,160.0,465581.0,790922.0,59719192.0,2016
715,00000025125,0.0,0.0,682135.0,8133500.0,2016
716,00000025133,2.0,0.0,736443.0,10342136.0,2016
717,00000025166,23.0,0.0,922146.0,15320619.0,2016
718,00000025171,0.0,279463.0,986016.0,18404760.0,2016
719,00000025255,0.0,135462.0,-6495846.0,57400462.0,2016
720,00000025272,128.0,0.0,1119986.0,20090738.0,2016
721,00000025314,0.0,0.0,111585.0,15418264.0,2016
722,00000025316,0.0,0.0,528629.0,13450329.0,2016
723,00000025320,0.0,130950.0,-3986659.0,30843161.0,2016
724,00000025329,8.0,0.0,2546109.0,62897513.0,2016
725,00000025353,0.0,360011.0,-2397971.0,40125020.0,2016
726,00000025370,0.0,231638.0,21313100.0,61809349.0,2016
727,00000025374,5.0,1335065.0,1517647.0,5931142.0,2016
728,00000025402,0.0,0.0,397407.0,57884259.0,2016
729,00000025418,0.0,0.0,82617.0,29944991.0,2016
730,00000025458,0.0,0.0,5817791.0,146266289.0,2016
731,00000025462,0.0,2008568.0,1861775.0,86441584.0,2016
732,00000025471,0.0,0.0,205135.0,24296983.0,2016
733,00000025472,0.0,0.0,2991626.0,24768044.0,2016
734,00000025528,0.0,65062.0,1333645.0,45490076.0,2016
735,00000025538,0.0,362509.0,124199.0,9519471.0,2016
736,00000025552,28.0,536885.0,767624.0,11318539.0,2016
737,00000025562,0.0,0.0,-7070795.0,104784545.0,2016
738,00000025567,0.0,230031.0,1005397.0,17446830.0,2016
739,00000025618,0.0,0.0,1675882.0,39892864.0,2016
740,00000025624,0.0,300756.0,-236642.0,20710327.0,2016
741,00000025651,0.0,350910.0,4154521.0,67819984.0,2016
742,00000025704,0.0,0.0,1206728.0,15968169.0,2016
743,00000025758,1047.0,0.0,4164444.0,69459895.0,2016
744,00000025798,0.0,0.0,17809.0,15939167.0,2016
745,00000025864,0.0,235794.0,3108985.0,58738153.0,2016
746,00000025874,69.0,73669.0,322112.0,9285970.0,2016
747,00000025879,11.0,0.0,353217.0,39553340.0,2016
748,00000025907,59.0,0.0,1060391.0,20566036.0,2016
749,00000025927,70.0,0.0,152444.0,7954313.0,2016
750,00000025976,0.0,0.0,236527.0,10700384.0,2016
751,00000025981,0.0,0.0,1905419.0,24459222.0,2016
752,00000025987,0.0,203388.0,414266.0,7867114.0,2016
753,00000025995,0.0,257793.0,-1819427.0,15574947.0,2016
754,00000026002,0.0,349107.0,1230550.0,53507778.0,2016
755,00000026017,212.0,0.0,1354347.0,13582530.0,2016
756,00000026036,1116.0,1039974.0,15299543.0,593677178.0,2016
757,00000026045,0.0,0.0,-14005280.0,85076117.0,2016
758,00000026079,0.0,112281.0,853661.0,9495325.0,2016
759,00000026087,0.0,0.0,1694619.0,10393486.0,2016
760,00000026144,0.0,0.0,1760956.0,77704061.0,2016
761,00000026155,0.0,89232.0,-1399897.0,104170365.0,2016
762,00000026187,0.0,336348.0,-1549996.0,37734154.0,2016
763,00000026217,0.0,0.0,692646.0,11930053.0,2016
764,00000026223,0.0,2357200.0,480018.0,13786136.0,2016
765,00000026226,142.0,694506.0,555446.0,35192775.0,2016
766,00000026267,0.0,194671.0,40017.0,6760197.0,2016
767,00000026305,0.0,0.0,-2222253.0,23739893.0,2016
768,00000026309,0.0,0.0,4900029.0,79982541.0,2016
769,00000026319,0.0,522473.0,661359.0,7583491.0,2016
770,00000026363,0.0,0.0,-14791426.0,15860367.0,2016
771,00000026479,154.0,1325946.0,1484114.0,14844201.0,2016
772,00000026485,680.0,0.0,-28076237.0,103681550.0,2016
773,00000026493,0.0,0.0,1228055.0,22762553.0,2016
774,00000026511,0.0,0.0,50037.0,16966075.0,2016
775,00000026551,23.0,0.0,686832.0,32836102.0,2016
776,00000026590,4.0,0.0,-630271.0,12295416.0,2016
777,00000026602,0.0,0.0,2447503.0,21140538.0,2016
778,00000026625,0.0,0.0,24717.0,16143000.0,2016
779,00000026675,0.0,495432.0,2152076.0,23506979.0,2016
780,00000026680,0.0,58121.0,3962982.0,80693912.0,2016
781,00000026713,0.0,0.0,892881.0,9451069.0,2016
782,00000026746,85.0,0.0,476637.0,23084650.0,2016
783,00000026811,0.0,0.0,549423.0,7449284.0,2016
784,00000026826,0.0,0.0,351298.0,6762687.0,2016
785,00000026837,0.0,147985.0,505615.0,28210107.0,2016
786,00000026846,0.0,67818.0,-796859.0,54468702.0,2016
787,00000026878,0.0,163359.0,710561.0,10994110.0,2016
788,00000026904,0.0,320195.0,1532970.0,58086118.0,2016
789,00000026926,67.0,0.0,3717914.0,50129708.0,2016
790,00000026929,0.0,455586.0,3591284.0,47231617.0,2016
791,00000026979,0.0,194946.0,16546.0,8490505.0,2016
792,00000026987,0.0,326891.0,276643.0,101760964.0,2016
793,00000027088,0.0,0.0,-1321036.0,110398601.0,2016
794,00000027090,0.0,0.0,245648.0,9602719.0,2016
795,00000027104,0.0,84940.0,1551760.0,54101890.0,2016
796,00000027110,0.0,0.0,1228023.0,14294048.0,2016
797,00000027134,0.0,0.0,2223609.0,82041721.0,2016
798,00000027145,0.0,0.0,-990042.0,8847661.0,2016
799,00000027153,3.0,0.0,238763.0,9959097.0,2016
800,00000027205,0.0,386222.0,375489.0,11725327.0,2016
801,00000027289,1.0,0.0,-7762778.0,375695958.0,2016
802,00000027313,2.0,0.0,-1100784.0,9184872.0,2016
803,00000027314,0.0,262353.0,253377.0,37343232.0,2016
804,00000027333,98.0,0.0,1667785.0,63960085.0,2016
805,00000027353,0.0,0.0,600787.0,10292123.0,2016
806,00000027359,0.0,159500.0,1292572.0,12434587.0,2016
807,00000027390,123.0,0.0,-4911265.0,432015836.0,2016
808,00000027415,0.0,209307.0,802553.0,34625485.0,2016
809,00000027425,18.0,117985.0,-960008.0,14669545.0,2016
810,00000027458,0.0,0.0,798648.0,9815669.0,2016
811,00000027464,0.0,0.0,-5994713.0,88532623.0,2016
812,00000027506,0.0,0.0,609316.0,16231358.0,2016
813,00000027522,0.0,2757226.0,2307885.0,26643678.0,2016
814,00000027531,0.0,509639.0,295882.0,17575534.0,2016
815,00000027557,0.0,107744.0,1770011.0,38292548.0,2016
816,00000027575,0.0,342124.0,547604.0,2939572.0,2016
817,00000027639,0.0,260488.0,355937.0,5444514.0,2016
818,00000027651,0.0,152012.0,646974.0,5567322.0,2016
819,00000027664,0.0,0.0,3437919.0,46014203.0,2016
820,00000027675,0.0,213046.0,295024.0,10424520.0,2016
821,00000027700,26.0,1163020.0,451088.0,77628765.0,2016
822,00000027779,97.0,0.0,-1814797.0,20548141.0,2016
823,00000027866,0.0,0.0,709416.0,17587490.0,2016
824,00000027893,40.0,0.0,289915.0,11205201.0,2016
825,00000027939,0.0,0.0,5060372.0,45336581.0,2016
826,00000027940,0.0,634884.0,986386.0,24938863.0,2016
827,00000027963,0.0,587157.0,686002.0,12745361.0,2016
828,00000027981,0.0,140683.0,-356872.0,13084420.0,2016
829,00000028003,0.0,0.0,0.0,62781364.0,2016
830,00000028017,738.0,264919.0,2317707.0,112512279.0,2016
831,00000028024,55.0,188823.0,865710.0,26690153.0,2016
832,00000028029,0.0,75878.0,856917.0,19538887.0,2016
833,00000028036,29.0,0.0,341385.0,19371503.0,2016
834,00000028045,0.0,0.0,524126.0,6482326.0,2016
835,00000028060,0.0,1314732.0,1327915.0,12863604.0,2016
836,00000028106,0.0,0.0,3530417.0,53728851.0,2016
837,00000028114,0.0,0.0,5371353.0,103756699.0,2016
838,00000028156,0.0,0.0,1599846.0,13242879.0,2016
839,00000028198,0.0,0.0,-710131.0,76636991.0,2016
840,00000028223,0.0,279533.0,2627421.0,29499403.0,2016
841,00000028225,50.0,5784923.0,1087755.0,33189768.0,2016
842,00000028235,0.0,0.0,990521.0,30555545.0,2016
843,00000028250,0.0,98384.0,373117.0,3733109.0,2016
844,00000028251,0.0,80720.0,230383.0,9366425.0,2016
845,00000028302,0.0,0.0,6840198.0,91000099.0,2016
846,00000028332,0.0,120039.0,75539.0,10305993.0,2016
847,00000028599,0.0,0.0,52815.0,11829218.0,2016
848,00000028641,0.0,0.0,2322775.0,55907952.0,2016
849,00000028653,8.0,701733.0,767769.0,5594703.0,2016
850,00000028688,3.0,853401.0,-2946780.0,59255270.0,2016
851,00000028714,0.0,0.0,2785304.0,43256031.0,2016
852,00000028769,192.0,0.0,2801641.0,43389984.0,2016
853,00000028776,0.0,81121.0,875486.0,20891103.0,2016
854,00000028790,0.0,215697.0,-291326.0,10565263.0,2016
855,00000028823,0.0,0.0,598226.0,14151309.0,2016
856,00000028837,0.0,393657.0,2940261.0,9997894.0,2016
857,00000028838,0.0,350217.0,540415.0,9007963.0,2016
858,00000028872,0.0,383805.0,136590.0,11364947.0,2016
859,00000028878,60.0,891010.0,1000418.0,25589154.0,2016
860,00000029068,78.0,0.0,-29023373.0,209848264.0,2016
861,00000114743,0.0,0.0,558353.0,16486532.0,2016
862,00000114993,0.0,0.0,933529.0,16051434.0,2016
863,00000115208,53.0,352399.0,1074189.0,12902405.0,2016
864,00000115234,0.0,179884.0,311949.0,10014227.0,2016
865,00000115409,0.0,224659.0,-11331136.0,65885632.0,2016
866,00000115801,0.0,0.0,-1098174.0,16491760.0,2016
867,00000116162,0.0,0.0,393876.0,11675144.0,2016
868,00000029545,0.0,1424777.0,2213345.0,35161968.0,2016
869,00000030073,0.0,637355.0,904689.0,25684614.0,2016
870,00000030074,0.0,0.0,705431.0,14937803.0,2016
871,00000030191,0.0,135711.0,-100450.0,7305134.0,2016
872,00000030196,0.0,0.0,168800.0,2399828.0,2016
873,00000030345,0.0,0.0,578957.0,13465035.0,2016
874,00000030405,0.0,90550.0,336718.0,9101283.0,2016
875,00000030417,0.0,0.0,32236.0,14761052.0,2016
876,00000030553,0.0,46132.0,-79287.0,19815164.0,2016
877,00000030668,40.0,139202.0,172780.0,15032424.0,2016
878,00000030682,0.0,0.0,810363.0,9661355.0,2016
879,00000030807,0.0,0.0,449777.0,8040257.0,2016
880,00000030909,0.0,640963.0,1388018.0,44545610.0,2016
881,00000030935,56.0,104945.0,464536.0,17000954.0,2016
882,00000030947,0.0,0.0,554089.0,15335764.0,2016
883,00000031143,13.0,0.0,1519394.0,28192918.0,2016
884,00000031302,0.0,514250.0,112180.0,35137717.0,2016
885,00000031437,0.0,66143.0,424757.0,9006509.0,2016
886,00000031631,0.0,0.0,579782.0,7024539.0,2016
887,00000031943,0.0,0.0,-4219640.0,24954369.0,2016
888,00000031976,0.0,0.0,435464.0,17510674.0,2016
889,00000032131,0.0,0.0,391162.0,11304822.0,2016
890,00000032175,0.0,1084625.0,-9989693.0,112903178.0,2016
891,00000032373,310.0,46113151.0,22032749.0,199878387.0,2016
892,00000032379,0.0,0.0,178010.0,50595619.0,2016
893,00000032598,1.0,0.0,313720.0,8632819.0,2016
894,00000032882,0.0,0.0,68366.0,8793990.0,2016
895,00000032887,0.0,218839.0,130950.0,15887133.0,2016
896,00000032901,0.0,0.0,2255520.0,127371583.0,2016
897,00000033073,0.0,1350449.0,-5461711.0,46124504.0,2016
898,00000033099,0.0,0.0,70037.0,7723139.0,2016
899,00000033117,83.0,0.0,0.0,25847090.0,2016
900,00000033194,143.0,0.0,2071469.0,8410091.0,2016
901,00000033205,0.0,0.0,-1115353.0,13450566.0,2016
902,00000033307,0.0,0.0,454328.0,16268721.0,2016
903,00000033414,20.0,0.0,1289375.0,6740487.0,2016
904,00000033456,0.0,0.0,46017.0,4407932.0,2016
905,00000033545,0.0,0.0,9287599.0,140596020.0,2016
906,00000033560,0.0,868157.0,592356.0,18693003.0,2016
907,00000033712,0.0,174528.0,98739.0,7298820.0,2016
908,00000033739,0.0,0.0,-289441.0,10019924.0,2016
909,00000034175,0.0,0.0,-740840.0,7124762.0,2016
910,00000108669,0.0,391033.0,1816431.0,14938127.0,2016
911,00000108670,0.0,0.0,-767366.0,43036546.0,2016
912,00000108875,0.0,0.0,1092384.0,11227902.0,2016
913,00000109173,0.0,2313533.0,944100.0,11011542.0,2016
914,00000118967,0.0,70271.0,771272.0,15803056.0,2016
915,00000109591,0.0,0.0,262075.0,16837225.0,2016
916,00000109689,31.0,93943.0,1006727.0,11145359.0,2016
917,00000109716,0.0,132314.0,463447.0,8480291.0,2016
918,00000109779,0.0,0.0,401915.0,4767987.0,2016
919,00000109817,0.0,0.0,-185243.0,6779832.0,2016
920,00000109930,0.0,0.0,340894.0,13611665.0,2016
